Product,Price per Unit,Units Sold,Total Sales,Timestamp
Bread,15.12,45,680.55,2024-11-27 10:33:28
Eggs,7.47,41,306.16,2024-11-27 10:33:28
Bread,21.99,87,1913.55,2024-11-27 10:33:28
Bread,28.94,11,318.36,2024-11-27 10:33:28
Rice,33.74,55,1855.57,2024-11-27 10:33:28
Eggs,11.35,43,488.0,2024-11-27 10:33:28
Milk,14.97,39,583.69,2024-11-27 10:33:28
Milk,24.03,36,865.23,2024-11-27 10:33:28
Vegetables,23.61,97,2290.62,2024-11-27 10:33:28
Milk,12.6,49,617.64,2024-11-27 10:33:28
Milk,12.79,18,230.3,2024-11-27 10:33:28
Milk,17.83,8,142.62,2024-11-27 10:33:28
Eggs,5.53,59,326.54,2024-11-27 10:33:28
Bread,16.86,22,370.83,2024-11-27 10:33:28
Fruits,10.14,46,466.27,2024-11-27 10:33:28
Eggs,9.95,89,885.96,2024-11-27 10:33:28
Milk,17.77,89,1581.31,2024-11-27 10:33:28
Milk,13.29,4,53.17,2024-11-27 10:33:28
Milk,17.09,94,1606.56,2024-11-27 10:33:28
Milk,16.6,49,813.41,2024-11-27 10:33:28
Vegetables,19.24,100,1923.61,2024-11-27 10:33:28
Fruits,21.04,45,946.94,2024-11-27 10:33:28
Vegetables,29.07,88,2558.04,2024-11-27 10:33:28
Milk,23.96,81,1940.5,2024-11-27 10:33:28
Rice,37.92,74,2805.79,2024-11-27 10:33:28
Eggs,8.1,26,210.66,2024-11-27 10:33:28
Bread,25.5,92,2345.78,2024-11-27 10:33:28
Rice,20.43,33,674.05,2024-11-27 10:33:28
Vegetables,5.52,88,485.9,2024-11-27 10:33:28
Rice,23.3,26,605.87,2024-11-27 10:33:28
Eggs,7.13,78,555.8,2024-11-27 10:33:28
Milk,11.26,72,810.77,2024-11-27 10:33:28
Vegetables,19.62,78,1530.4,2024-11-27 10:33:28
Milk,22.93,3,68.79,2024-11-27 10:33:28
Fruits,37.86,15,567.97,2024-11-27 10:33:28
Vegetables,13.75,46,632.45,2024-11-27 10:33:28
Bread,21.02,45,945.94,2024-11-27 10:33:28
Milk,15.66,76,1189.81,2024-11-27 10:33:28
Milk,18.0,66,1187.73,2024-11-27 10:33:28
Fruits,41.7,58,2418.33,2024-11-27 10:33:28
Eggs,7.74,5,38.68,2024-11-27 10:33:28
Bread,26.21,99,2594.68,2024-11-27 10:33:28
Bread,18.51,21,388.65,2024-11-27 10:33:28
Bread,23.7,23,545.2,2024-11-27 10:33:28
Rice,44.23,33,1459.49,2024-11-27 10:33:28
Bread,29.13,39,1136.08,2024-11-27 10:33:28
Fruits,46.64,10,466.35,2024-11-27 10:33:28
Rice,39.72,43,1707.85,2024-11-27 10:33:28
Vegetables,38.75,71,2751.2,2024-11-27 10:33:28
Eggs,9.04,14,126.52,2024-11-27 10:33:28
Rice,34.69,89,3087.53,2024-11-27 10:33:28
Fruits,24.79,42,1041.23,2024-11-27 10:33:28
Rice,23.94,10,239.42,2024-11-27 10:33:28
Eggs,8.22,52,427.26,2024-11-27 10:33:28
Rice,20.63,93,1918.72,2024-11-27 10:33:28
Vegetables,13.2,70,923.89,2024-11-27 10:33:28
Vegetables,6.71,67,449.32,2024-11-27 10:33:28
Fruits,41.87,25,1046.82,2024-11-27 10:33:28
Bread,27.72,5,138.58,2024-11-27 10:33:28
Bread,17.72,81,1435.53,2024-11-27 10:33:28
Milk,14.18,74,1049.28,2024-11-27 10:33:28
Rice,32.99,87,2870.42,2024-11-27 10:33:28
Bread,27.41,57,1562.22,2024-11-27 10:33:28
Bread,18.87,94,1773.64,2024-11-27 10:33:28
Bread,25.15,2,50.3,2024-11-27 10:33:28
Bread,23.59,23,542.54,2024-11-27 10:33:28
Eggs,8.71,11,95.79,2024-11-27 10:33:28
Milk,10.91,45,491.06,2024-11-27 10:33:28
Milk,11.65,68,792.36,2024-11-27 10:33:28
Fruits,44.84,91,4080.49,2024-11-27 10:33:28
Milk,21.18,91,1927.15,2024-11-27 10:33:28
Milk,21.76,65,1414.2,2024-11-27 10:33:28
Eggs,9.66,59,570.03,2024-11-27 10:33:28
Eggs,6.6,28,184.66,2024-11-27 10:33:28
Milk,11.04,18,198.77,2024-11-27 10:33:28
Fruits,12.87,29,373.21,2024-11-27 10:33:28
Eggs,9.12,40,364.74,2024-11-27 10:33:28
Fruits,49.88,4,199.53,2024-11-27 10:33:28
Fruits,36.52,5,182.59,2024-11-27 10:33:28
Vegetables,39.22,95,3726.1,2024-11-27 10:33:28
Rice,32.68,35,1143.81,2024-11-27 10:33:28
Fruits,39.54,52,2056.01,2024-11-27 10:33:28
Eggs,5.92,32,189.54,2024-11-27 10:33:28
Bread,27.76,16,444.13,2024-11-27 10:33:28
Bread,20.77,17,353.16,2024-11-27 10:33:28
Bread,19.51,99,1931.36,2024-11-27 10:33:28
Bread,26.7,70,1869.34,2024-11-27 10:33:28
Vegetables,31.47,18,566.47,2024-11-27 10:33:28
Milk,18.03,66,1189.67,2024-11-27 10:33:28
Eggs,11.19,38,425.15,2024-11-27 10:33:28
Bread,26.49,81,2145.9,2024-11-27 10:33:28
Rice,25.65,64,1641.65,2024-11-27 10:33:28
Milk,20.43,21,429.03,2024-11-27 10:33:28
Bread,26.24,94,2466.25,2024-11-27 10:33:28
Milk,22.2,28,621.48,2024-11-27 10:33:28
Fruits,12.29,73,897.44,2024-11-27 10:33:28
Rice,44.9,24,1077.56,2024-11-27 10:33:28
Rice,38.21,58,2216.13,2024-11-27 10:33:28
Rice,28.72,10,287.22,2024-11-27 10:33:28
Fruits,45.55,97,4418.25,2024-11-27 10:33:28
Vegetables,31.56,98,3092.94,2024-11-27 10:33:28
Bread,21.42,22,471.26,2024-11-27 10:33:28
Eggs,9.63,92,886.28,2024-11-27 10:33:28
Vegetables,9.22,33,304.11,2024-11-27 10:33:28
Eggs,6.27,24,150.38,2024-11-27 10:33:28
Bread,21.12,92,1943.31,2024-11-27 10:33:28
Bread,26.28,57,1498.13,2024-11-27 10:33:28
Rice,49.01,66,3234.52,2024-11-27 10:33:28
Rice,34.81,46,1601.34,2024-11-27 10:33:28
Bread,18.03,86,1550.17,2024-11-27 10:33:28
Vegetables,33.03,63,2080.79,2024-11-27 10:33:28
Fruits,45.78,37,1693.85,2024-11-27 10:33:28
Bread,24.28,5,121.4,2024-11-27 10:33:28
Milk,15.95,43,685.88,2024-11-27 10:33:28
Vegetables,6.75,9,60.72,2024-11-27 10:33:28
Milk,24.39,82,2000.26,2024-11-27 10:33:28
Fruits,15.56,45,700.19,2024-11-27 10:33:28
Vegetables,30.25,5,151.24,2024-11-27 10:33:28
Vegetables,29.48,68,2004.52,2024-11-27 10:33:28
Milk,22.11,38,840.17,2024-11-27 10:33:28
Milk,22.01,78,1717.08,2024-11-27 10:33:28
Eggs,7.52,25,187.98,2024-11-27 10:33:28
Milk,11.7,34,397.87,2024-11-27 10:33:28
Vegetables,29.53,32,945.04,2024-11-27 10:33:28
Bread,20.51,89,1825.72,2024-11-27 10:33:28
Fruits,24.96,84,2096.41,2024-11-27 10:33:28
Milk,10.67,39,416.12,2024-11-27 10:33:28
Bread,20.07,53,1063.91,2024-11-27 10:33:28
Eggs,8.17,20,163.44,2024-11-27 10:33:28
Bread,29.94,43,1287.59,2024-11-27 10:33:28
Eggs,7.31,14,102.38,2024-11-27 10:33:28
Eggs,10.07,51,513.78,2024-11-27 10:33:28
Fruits,32.32,68,2197.58,2024-11-27 10:33:28
Milk,18.66,8,149.32,2024-11-27 10:33:28
Rice,26.42,29,766.28,2024-11-27 10:33:28
Rice,40.4,45,1818.0,2024-11-27 10:33:28
Milk,20.08,89,1786.82,2024-11-27 10:33:28
Bread,15.91,30,477.31,2024-11-27 10:33:28
Milk,23.24,42,976.05,2024-11-27 10:33:28
Rice,43.57,65,2831.83,2024-11-27 10:33:28
Milk,11.9,35,416.44,2024-11-27 10:33:28
Vegetables,16.2,93,1506.39,2024-11-27 10:33:28
Milk,22.72,1,22.72,2024-11-27 10:33:28
Fruits,44.13,22,970.89,2024-11-27 10:33:28
Fruits,11.02,38,418.8,2024-11-27 10:33:28
Bread,25.35,50,1267.32,2024-11-27 10:33:28
Milk,17.67,20,353.43,2024-11-27 10:33:28
Eggs,6.44,43,276.78,2024-11-27 10:33:28
Eggs,7.43,5,37.14,2024-11-27 10:33:28
Fruits,34.53,21,725.08,2024-11-27 10:33:28
Rice,23.51,7,164.6,2024-11-27 10:33:28
Milk,15.99,39,623.69,2024-11-27 10:33:28
Bread,15.54,80,1243.23,2024-11-27 10:33:28
Rice,43.09,27,1163.34,2024-11-27 10:33:28
Milk,23.08,99,2285.0,2024-11-27 10:33:28
Rice,41.4,94,3891.32,2024-11-27 10:33:28
Vegetables,36.23,18,652.11,2024-11-27 10:33:28
Bread,24.0,52,1248.22,2024-11-27 10:33:28
Fruits,37.25,41,1527.33,2024-11-27 10:33:28
Fruits,16.64,40,665.51,2024-11-27 10:33:28
Fruits,48.89,83,4058.26,2024-11-27 10:33:28
Eggs,11.16,71,792.26,2024-11-27 10:33:28
Eggs,9.15,25,228.85,2024-11-27 10:33:28
Bread,15.31,79,1209.24,2024-11-27 10:33:28
Eggs,8.78,45,395.23,2024-11-27 10:33:28
Eggs,6.14,55,337.74,2024-11-27 10:33:28
Vegetables,13.79,45,620.5,2024-11-27 10:33:28
Fruits,32.95,46,1515.79,2024-11-27 10:33:28
Rice,47.56,53,2520.63,2024-11-27 10:33:28
Fruits,36.77,96,3529.58,2024-11-27 10:33:28
Rice,47.33,74,3502.16,2024-11-27 10:33:28
Rice,35.77,45,1609.63,2024-11-27 10:33:28
Vegetables,27.75,20,554.95,2024-11-27 10:33:28
Eggs,8.3,45,373.39,2024-11-27 10:33:28
Bread,24.76,64,1584.44,2024-11-27 10:33:28
Milk,12.67,39,494.16,2024-11-27 10:33:28
Milk,17.04,85,1448.04,2024-11-27 10:33:28
Milk,13.8,10,138.04,2024-11-27 10:33:28
Vegetables,13.35,6,80.1,2024-11-27 10:33:28
Milk,19.25,53,1020.31,2024-11-27 10:33:28
Vegetables,21.6,14,302.33,2024-11-27 10:33:28
Milk,13.59,41,557.3,2024-11-27 10:33:28
Milk,20.13,89,1791.18,2024-11-27 10:33:28
Rice,35.74,36,1286.72,2024-11-27 10:33:28
Fruits,18.77,85,1595.04,2024-11-27 10:33:28
Rice,25.31,32,810.05,2024-11-27 10:33:28
Bread,16.26,33,536.68,2024-11-27 10:33:28
Eggs,11.28,44,496.11,2024-11-27 10:33:28
Rice,37.88,12,454.53,2024-11-27 10:33:28
Milk,13.96,93,1298.4,2024-11-27 10:33:28
Rice,46.41,75,3480.7,2024-11-27 10:33:28
Bread,21.15,58,1226.69,2024-11-27 10:33:28
Rice,47.98,73,3502.28,2024-11-27 10:33:28
Eggs,7.76,13,100.88,2024-11-27 10:33:28
Vegetables,24.24,19,460.64,2024-11-27 10:33:28
Vegetables,15.77,75,1182.97,2024-11-27 10:33:28
Rice,21.9,51,1116.77,2024-11-27 10:33:28
Milk,23.24,48,1115.74,2024-11-27 10:33:28
Bread,16.04,18,288.67,2024-11-27 10:33:28
Vegetables,14.81,7,103.64,2024-11-27 10:33:28
Rice,29.37,71,2085.09,2024-11-27 10:33:28
Fruits,14.73,5,73.64,2024-11-27 10:33:28
Bread,21.51,74,1591.41,2024-11-27 10:33:28
Rice,36.49,87,3175.02,2024-11-27 10:33:28
Fruits,20.44,90,1839.93,2024-11-27 10:33:28
Rice,47.7,68,3243.3,2024-11-27 10:33:28
Vegetables,10.39,65,675.29,2024-11-27 10:33:28
Rice,29.89,54,1614.21,2024-11-27 10:33:28
Eggs,8.93,77,687.7,2024-11-27 10:33:28
Vegetables,23.56,43,1013.02,2024-11-27 10:33:28
Milk,24.57,73,1793.78,2024-11-27 10:33:28
Fruits,36.6,81,2964.31,2024-11-27 10:33:28
Rice,20.25,85,1720.95,2024-11-27 10:33:28
Milk,21.52,95,2044.12,2024-11-27 10:33:28
Bread,26.35,58,1528.55,2024-11-27 10:33:28
Vegetables,39.53,23,909.13,2024-11-27 10:33:28
Fruits,27.85,83,2311.76,2024-11-27 10:33:28
Vegetables,6.27,94,589.4,2024-11-27 10:33:28
Fruits,16.56,81,1341.72,2024-11-27 10:33:28
Milk,23.09,96,2216.77,2024-11-27 10:33:28
Rice,48.02,63,3025.2,2024-11-27 10:33:28
Bread,17.54,11,192.95,2024-11-27 10:33:28
Vegetables,29.47,30,884.02,2024-11-27 10:33:28
Bread,25.6,15,384.04,2024-11-27 10:33:28
Milk,15.92,40,636.93,2024-11-27 10:33:28
Rice,37.72,70,2640.17,2024-11-27 10:33:28
Bread,23.07,75,1730.04,2024-11-27 10:33:28
Eggs,7.75,14,108.44,2024-11-27 10:33:28
Bread,16.93,20,338.59,2024-11-27 10:33:28
Rice,36.92,7,258.47,2024-11-27 10:33:28
Fruits,27.22,67,1823.77,2024-11-27 10:33:28
Rice,30.7,93,2854.72,2024-11-27 10:33:28
Vegetables,38.42,81,3111.78,2024-11-27 10:33:28
Vegetables,25.03,51,1276.62,2024-11-27 10:33:28
Vegetables,33.21,72,2390.81,2024-11-27 10:33:28
Rice,32.81,89,2920.36,2024-11-27 10:33:28
Rice,25.58,55,1406.82,2024-11-27 10:33:28
Bread,17.91,55,984.94,2024-11-27 10:33:28
Vegetables,11.29,75,846.46,2024-11-27 10:33:28
Vegetables,34.44,10,344.44,2024-11-27 10:33:28
Bread,16.87,39,658.12,2024-11-27 10:33:28
Eggs,10.57,48,507.56,2024-11-27 10:33:28
Eggs,7.68,94,722.25,2024-11-27 10:33:28
Rice,26.69,16,427.09,2024-11-27 10:33:28
Fruits,15.29,37,565.77,2024-11-27 10:33:28
Milk,13.72,29,397.92,2024-11-27 10:33:28
Eggs,7.81,65,507.76,2024-11-27 10:33:28
Eggs,6.71,3,20.12,2024-11-27 10:33:28
Fruits,12.12,44,533.36,2024-11-27 10:33:28
Rice,36.23,32,1159.3,2024-11-27 10:33:28
Fruits,18.14,42,761.8,2024-11-27 10:33:28
Vegetables,35.57,95,3379.56,2024-11-27 10:33:28
Milk,11.92,67,798.65,2024-11-27 10:33:28
Bread,21.33,21,447.9,2024-11-27 10:33:28
Eggs,9.42,96,904.71,2024-11-27 10:33:28
Rice,40.34,11,443.76,2024-11-27 10:33:28
Milk,21.52,4,86.09,2024-11-27 10:33:28
Vegetables,20.39,21,428.28,2024-11-27 10:33:28
Fruits,21.76,1,21.76,2024-11-27 10:33:28
Vegetables,20.37,9,183.33,2024-11-27 10:33:28
Fruits,33.44,83,2775.83,2024-11-27 10:33:28
Bread,19.25,78,1501.31,2024-11-27 10:33:28
Vegetables,17.19,62,1065.9,2024-11-27 10:33:28
Eggs,10.3,35,360.35,2024-11-27 10:33:28
Milk,21.29,80,1703.12,2024-11-27 10:33:28
Fruits,31.11,99,3079.83,2024-11-27 10:33:28
Bread,23.58,29,683.92,2024-11-27 10:33:28
Milk,15.35,67,1028.42,2024-11-27 10:33:28
Bread,17.03,78,1328.45,2024-11-27 10:33:28
Fruits,38.79,33,1280.02,2024-11-27 10:33:28
Milk,12.94,80,1035.13,2024-11-27 10:33:28
Milk,15.96,70,1117.05,2024-11-27 10:33:28
Vegetables,34.96,95,3321.22,2024-11-27 10:33:28
Eggs,9.76,28,273.35,2024-11-27 10:33:28
Bread,23.26,59,1372.23,2024-11-27 10:33:28
Fruits,15.49,35,542.28,2024-11-27 10:33:28
Milk,17.07,87,1485.21,2024-11-27 10:33:28
Fruits,16.75,81,1357.02,2024-11-27 10:33:28
Vegetables,31.92,94,3000.56,2024-11-27 10:33:28
Eggs,10.96,19,208.23,2024-11-27 10:33:28
Milk,16.57,39,646.24,2024-11-27 10:33:28
Vegetables,37.43,28,1047.91,2024-11-27 10:33:28
Bread,23.48,66,1549.54,2024-11-27 10:33:28
Eggs,10.37,78,808.63,2024-11-27 10:33:28
Bread,22.41,45,1008.32,2024-11-27 10:33:28
Milk,10.03,35,351.2,2024-11-27 10:33:28
Rice,29.83,91,2714.97,2024-11-27 10:33:28
Eggs,10.64,84,893.51,2024-11-27 10:33:28
Vegetables,37.06,29,1074.78,2024-11-27 10:33:28
Bread,19.04,29,552.25,2024-11-27 10:33:28
Milk,18.86,71,1339.11,2024-11-27 10:33:28
Eggs,8.72,23,200.67,2024-11-27 10:33:28
Rice,25.18,17,428.07,2024-11-27 10:33:28
Eggs,7.89,42,331.48,2024-11-27 10:33:28
Milk,14.82,46,681.79,2024-11-27 10:33:28
Rice,48.43,74,3583.86,2024-11-27 10:33:28
Milk,23.69,37,876.49,2024-11-27 10:33:28
Eggs,10.12,52,526.18,2024-11-27 10:33:28
Bread,16.82,29,487.88,2024-11-27 10:33:28
Rice,42.63,91,3878.94,2024-11-27 10:33:28
Vegetables,7.04,13,91.53,2024-11-27 10:33:28
Bread,18.02,31,558.61,2024-11-27 10:33:28
Milk,15.93,37,589.28,2024-11-27 10:33:28
Rice,41.0,93,3812.88,2024-11-27 10:33:28
Fruits,11.51,90,1036.25,2024-11-27 10:33:28
Vegetables,36.92,1,36.92,2024-11-27 10:33:28
Fruits,16.82,56,942.14,2024-11-27 10:33:28
Eggs,6.07,16,97.06,2024-11-27 10:33:28
Bread,16.8,62,1041.61,2024-11-27 10:33:28
Milk,15.44,18,277.88,2024-11-27 10:33:28
Eggs,6.71,58,389.27,2024-11-27 10:33:28
Eggs,11.48,4,45.93,2024-11-27 10:33:28
Bread,27.47,24,659.3,2024-11-27 10:33:28
Fruits,18.36,69,1266.56,2024-11-27 10:33:28
Vegetables,13.52,92,1243.52,2024-11-27 10:33:28
Bread,15.16,51,772.92,2024-11-27 10:33:28
Fruits,37.45,83,3108.67,2024-11-27 10:33:28
Eggs,11.9,15,178.53,2024-11-27 10:33:28
Eggs,11.16,82,915.04,2024-11-27 10:33:28
Milk,11.27,22,247.98,2024-11-27 10:33:28
Milk,15.73,20,314.65,2024-11-27 10:33:28
Fruits,12.13,53,642.84,2024-11-27 10:33:28
Bread,18.87,36,679.25,2024-11-27 10:33:28
Rice,48.52,17,824.83,2024-11-27 10:33:28
Vegetables,10.72,61,653.79,2024-11-27 10:33:28
Rice,28.22,64,1806.19,2024-11-27 10:33:28
Rice,20.15,97,1954.27,2024-11-27 10:33:28
Rice,20.37,5,101.83,2024-11-27 10:33:28
Bread,18.72,90,1684.95,2024-11-27 10:33:28
Eggs,9.99,16,159.77,2024-11-27 10:33:28
Rice,28.28,15,424.14,2024-11-27 10:33:28
Milk,19.18,28,536.96,2024-11-27 10:33:28
Eggs,11.1,49,543.82,2024-11-27 10:33:28
Rice,46.39,54,2504.98,2024-11-27 10:33:28
Milk,16.44,18,295.96,2024-11-27 10:33:28
Eggs,9.63,6,57.8,2024-11-27 10:33:28
Bread,17.2,15,258.06,2024-11-27 10:33:28
Milk,22.24,57,1267.84,2024-11-27 10:33:28
Vegetables,27.75,63,1748.28,2024-11-27 10:33:28
Vegetables,8.1,40,324.09,2024-11-27 10:33:28
Rice,30.27,26,787.09,2024-11-27 10:33:28
Fruits,25.54,99,2528.78,2024-11-27 10:33:28
Milk,18.68,72,1344.69,2024-11-27 10:33:28
Fruits,20.92,100,2092.0,2024-11-27 10:33:28
Vegetables,29.73,50,1486.43,2024-11-27 10:33:28
Milk,14.97,64,958.28,2024-11-27 10:33:28
Vegetables,13.6,52,707.12,2024-11-27 10:33:28
Milk,20.68,18,372.23,2024-11-27 10:33:28
Rice,28.81,9,259.33,2024-11-27 10:33:28
Eggs,9.26,30,277.81,2024-11-27 10:33:28
Eggs,9.64,26,250.68,2024-11-27 10:33:28
Milk,17.7,42,743.56,2024-11-27 10:33:28
Vegetables,33.16,33,1094.27,2024-11-27 10:33:28
Eggs,5.07,60,304.01,2024-11-27 10:33:28
Milk,23.62,74,1747.55,2024-11-27 10:33:28
Vegetables,38.72,19,735.68,2024-11-27 10:33:28
Fruits,41.29,57,2353.53,2024-11-27 10:33:28
Milk,24.94,11,274.39,2024-11-27 10:33:28
Rice,44.47,91,4047.07,2024-11-27 10:33:28
Bread,20.89,60,1253.23,2024-11-27 10:33:28
Rice,21.85,60,1311.3,2024-11-27 10:33:28
Fruits,31.79,18,572.25,2024-11-27 10:33:28
Rice,37.05,25,926.27,2024-11-27 10:33:28
Eggs,6.1,30,182.98,2024-11-27 10:33:28
Vegetables,20.51,23,471.83,2024-11-27 10:33:28
Eggs,10.56,40,422.37,2024-11-27 10:33:28
Fruits,34.87,87,3033.54,2024-11-27 10:33:28
Eggs,10.11,5,50.55,2024-11-27 10:33:28
Eggs,10.31,16,165.01,2024-11-27 10:33:28
Vegetables,18.06,98,1769.53,2024-11-27 10:33:28
Eggs,8.84,51,450.92,2024-11-27 10:33:28
Milk,22.83,5,114.16,2024-11-27 10:33:28
Fruits,10.47,1,10.47,2024-11-27 10:33:28
Bread,20.33,99,2012.48,2024-11-27 10:33:28
Vegetables,17.17,9,154.51,2024-11-27 10:33:28
Bread,27.62,70,1933.72,2024-11-27 10:33:28
Fruits,32.74,2,65.48,2024-11-27 10:33:28
Vegetables,21.23,91,1931.98,2024-11-27 10:33:28
Rice,27.47,45,1236.17,2024-11-27 10:33:28
Rice,34.51,75,2588.04,2024-11-27 10:33:28
Bread,18.34,6,110.07,2024-11-27 10:33:28
Bread,15.27,5,76.36,2024-11-27 10:33:28
Rice,34.44,72,2479.37,2024-11-27 10:33:28
Bread,23.78,78,1854.83,2024-11-27 10:33:28
Milk,22.92,93,2131.18,2024-11-27 10:33:28
Eggs,8.6,43,369.62,2024-11-27 10:33:28
Rice,49.41,61,3014.06,2024-11-27 10:33:28
Rice,20.32,73,1483.3,2024-11-27 10:33:28
Eggs,7.99,41,327.78,2024-11-27 10:33:28
Eggs,9.05,51,461.4,2024-11-27 10:33:28
Milk,15.25,61,930.28,2024-11-27 10:33:28
Fruits,42.84,43,1842.09,2024-11-27 10:33:28
Fruits,14.92,95,1416.96,2024-11-27 10:33:28
Rice,46.73,68,3177.58,2024-11-27 10:33:28
Eggs,9.91,49,485.82,2024-11-27 10:33:28
Bread,21.63,79,1708.96,2024-11-27 10:33:28
Rice,24.25,45,1091.05,2024-11-27 10:33:28
Milk,23.78,47,1117.57,2024-11-27 10:33:28
Bread,25.32,64,1620.52,2024-11-27 10:33:28
Milk,17.21,16,275.29,2024-11-27 10:33:28
Milk,21.05,85,1789.13,2024-11-27 10:33:28
Rice,45.74,97,4436.47,2024-11-27 10:33:28
Fruits,28.86,89,2568.4,2024-11-27 10:33:28
Bread,19.06,36,686.32,2024-11-27 10:33:28
Eggs,8.34,64,533.71,2024-11-27 10:33:28
Bread,22.2,20,443.93,2024-11-27 10:33:28
Bread,27.95,40,1118.18,2024-11-27 10:33:28
Milk,18.42,10,184.22,2024-11-27 10:33:28
Fruits,17.61,25,440.26,2024-11-27 10:33:28
Bread,24.08,30,722.44,2024-11-27 10:33:28
Vegetables,19.06,65,1239.03,2024-11-27 10:33:28
Vegetables,7.62,20,152.33,2024-11-27 10:33:28
Eggs,5.89,62,365.44,2024-11-27 10:33:28
Vegetables,12.01,21,252.2,2024-11-27 10:33:28
Fruits,33.0,30,990.12,2024-11-27 10:33:28
Bread,26.21,26,681.45,2024-11-27 10:33:28
Rice,38.18,13,496.36,2024-11-27 10:33:28
Vegetables,38.78,22,853.13,2024-11-27 10:33:28
Vegetables,22.05,65,1433.3,2024-11-27 10:33:28
Bread,22.2,10,222.01,2024-11-27 10:33:28
Eggs,5.96,15,89.44,2024-11-27 10:33:28
Eggs,8.19,29,237.48,2024-11-27 10:33:28
Vegetables,23.34,84,1960.25,2024-11-27 10:33:28
Bread,19.98,50,998.99,2024-11-27 10:33:28
Fruits,38.0,80,3039.75,2024-11-27 10:33:28
Fruits,22.96,56,1285.55,2024-11-27 10:33:28
Fruits,15.55,54,839.96,2024-11-27 10:33:28
Rice,37.17,79,2936.64,2024-11-27 10:33:28
Fruits,27.19,82,2229.28,2024-11-27 10:33:28
Eggs,11.36,33,374.72,2024-11-27 10:33:28
Fruits,48.63,2,97.26,2024-11-27 10:33:28
Rice,39.74,98,3894.36,2024-11-27 10:33:28
Rice,46.66,10,466.62,2024-11-27 10:33:28
Milk,18.42,62,1141.75,2024-11-27 10:33:28
Milk,18.64,2,37.27,2024-11-27 10:33:28
Rice,33.96,38,1290.34,2024-11-27 10:33:28
Eggs,8.42,65,547.6,2024-11-27 10:33:28
Milk,20.84,44,916.85,2024-11-27 10:33:28
Eggs,6.65,94,625.16,2024-11-27 10:33:28
Rice,27.63,40,1105.32,2024-11-27 10:33:28
Vegetables,5.46,38,207.39,2024-11-27 10:33:28
Vegetables,9.28,51,473.53,2024-11-27 10:33:28
Bread,20.18,4,80.73,2024-11-27 10:33:28
Vegetables,33.72,49,1652.42,2024-11-27 10:33:28
Bread,25.18,21,528.74,2024-11-27 10:33:28
Eggs,5.53,95,525.45,2024-11-27 10:33:28
Bread,22.07,2,44.15,2024-11-27 10:33:28
Eggs,8.62,91,784.5,2024-11-27 10:33:28
Vegetables,5.64,18,101.61,2024-11-27 10:33:28
Fruits,26.62,35,931.86,2024-11-27 10:33:28
Milk,19.52,16,312.29,2024-11-27 10:33:28
Fruits,30.2,39,1177.8,2024-11-27 10:33:28
Bread,23.84,82,1954.51,2024-11-27 10:33:28
Milk,13.66,21,286.92,2024-11-27 10:33:28
Eggs,6.79,40,271.46,2024-11-27 10:33:28
Rice,47.92,99,4743.89,2024-11-27 10:33:28
Bread,29.97,14,419.61,2024-11-27 10:33:28
Eggs,11.47,83,952.38,2024-11-27 10:33:28
Bread,27.46,27,741.47,2024-11-27 10:33:28
Eggs,5.16,73,376.8,2024-11-27 10:33:28
Bread,20.26,16,324.19,2024-11-27 10:33:28
Rice,37.69,20,753.88,2024-11-27 10:33:28
Vegetables,30.06,7,210.45,2024-11-27 10:33:28
Eggs,11.88,43,510.74,2024-11-27 10:33:28
Milk,18.85,14,263.84,2024-11-27 10:33:28
Eggs,6.01,87,522.47,2024-11-27 10:33:28
Fruits,40.84,82,3348.92,2024-11-27 10:33:28
Milk,19.4,87,1687.91,2024-11-27 10:33:28
Fruits,13.31,35,465.92,2024-11-27 10:33:28
Rice,47.06,67,3152.89,2024-11-27 10:33:28
Eggs,8.66,36,311.86,2024-11-27 10:33:28
Vegetables,11.98,56,670.75,2024-11-27 10:33:28
Fruits,37.28,65,2423.32,2024-11-27 10:33:28
Milk,13.62,80,1089.63,2024-11-27 10:33:28
Rice,33.6,3,100.8,2024-11-27 10:33:28
Milk,11.41,35,399.45,2024-11-27 10:33:28
Milk,22.05,4,88.19,2024-11-27 10:33:28
Eggs,9.79,9,88.14,2024-11-27 10:33:28
Fruits,30.74,68,2090.41,2024-11-27 10:33:28
Milk,24.9,8,199.22,2024-11-27 10:33:28
Fruits,13.76,68,935.5,2024-11-27 10:33:28
Vegetables,5.8,97,562.31,2024-11-27 10:33:28
Milk,22.9,97,2221.78,2024-11-27 10:33:28
Bread,23.25,35,813.86,2024-11-27 10:33:28
Milk,24.14,8,193.15,2024-11-27 10:33:28
Vegetables,18.7,62,1159.18,2024-11-27 10:33:28
Milk,13.06,37,483.38,2024-11-27 10:33:28
Milk,15.62,83,1296.78,2024-11-27 10:33:28
Rice,39.49,9,355.4,2024-11-27 10:33:28
Milk,14.83,74,1097.5,2024-11-27 10:33:28
Rice,36.0,89,3203.8,2024-11-27 10:33:28
Milk,18.25,13,237.23,2024-11-27 10:33:28
Bread,18.57,29,538.43,2024-11-27 10:33:28
Vegetables,34.41,2,68.82,2024-11-27 10:33:28
Vegetables,30.23,3,90.68,2024-11-27 10:33:28
Rice,27.35,14,382.96,2024-11-27 10:33:28
Eggs,5.71,74,422.74,2024-11-27 10:33:28
Bread,27.57,9,248.12,2024-11-27 10:33:28
